GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore.BuilderVisitor,6,76,1,5,2,20,2,8,1,6
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.NoCommentedNonRedundantEntry,32,29,10,0,12,10,6,4,1,4
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaRecordBuilder,9,31,0,2,1,8,1,5,1,4
Jillion,org.jcvi.jillion.fasta.nt,LargeNucleotideSequenceFastaFileDataStore.new AbstractNucleotideFastaRecordVisitor() {...},16,0,0,0,3,0,2,0,2,0
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.NucleotideSequenceFastaRecordWriterImpl,0,7,0,0,0,2,0,1,0,1
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore.new StreamingIterator() {...},42,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.CommentedNonRedundantEntry,35,37,10,0,12,11,6,4,1,4
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore.SingleRecordVisitor,0,22,0,2,0,8,0,5,0,4
Jillion,org.jcvi.jillion.fasta.nt,LargeNucleotideSequenceFastaFileDataStore,19,44,1,3,4,12,3,5,2,4
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaFileDataStoreBuilder.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.TmpDirSortedNucleotideFastaWriter,11,18,0,0,3,5,1,3,1,3
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder,28,100,4,6,6,22,4,11,1,9
Jillion,org.jcvi.jillion.fasta.nt,UnCommentedNucleotideSequenceFastaRecord,32,72,3,9,5,22,4,9,1,6
Jillion,org.jcvi.jillion.fasta.nt,FaiNucleotideFastaWriter,6,47,1,1,2,17,2,4,1,4
Jillion,org.jcvi.jillion.fasta.nt,AbstractNucleotideFastaRecordVisitor,0,20,0,0,0,7,0,2,0,2
Jillion,org.jcvi.jillion.fasta.nt,FaiNucleotideWriterBuilder,30,97,6,2,0,21,4,6,0,6
Jillion,org.jcvi.jillion.fasta.nt,LargeNucleotideSequenceFastaIterator,12,43,1,1,3,14,1,4,0,4
Jillion,org.jcvi.jillion.fasta.nt,LargeNucleotideSequenceFastaIterator.NucleotideFastaRecordVisitor,0,66,0,6,0,19,0,8,0,5
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaFileDataStoreBuilder,20,109,2,10,3,31,3,14,1,9
Jillion,org.jcvi.jillion.fasta.nt,DefaultNucleotideFastaFileDataStore,8,62,0,2,2,14,1,8,1,7
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore.SingleRecordVisitor.new AbstractNucleotideFastaRecordVisitor() {...},0,14,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.fasta.nt,FaiNucleotideFastaFileDataStore,100,148,14,8,10,29,16,15,6,14
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore.BuilderVisitor.new AbstractNucleotideFastaRecordVisitor() {...},0,30,0,2,0,4,0,3,0,2
Jillion,org.jcvi.jillion.fasta.nt,DefaultNucleotideFastaFileDataStore.NucleotideFastaDataStoreBuilderVisitorImpl2,1,49,0,2,1,14,1,6,1,5
Jillion,org.jcvi.jillion.fasta.nt,DefaultNucleotideFastaFileDataStore.NucleotideFastaDataStoreBuilderVisitorImpl2.ReusableNucleotideFastaRecordVisitor,1,59,0,4,1,15,1,6,1,4
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.NonRedundantNucleotideSequenceFastaWriter,16,101,0,4,2,25,1,8,1,6
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.NonRedundantEntry,0,36,0,4,0,7,0,3,0,1
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaWriterBuilder.InMemorySortedNucleotideFastaWriter,11,5,0,0,3,2,1,1,1,1
Jillion,org.jcvi.jillion.fasta.nt,IndexedNucleotideSequenceFastaFileDataStore,56,159,4,10,14,46,7,17,3,14
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaFileDataStore,12,6,0,0,3,1,1,1,1,1
Jillion,org.jcvi.jillion.fasta.nt,CommentedNucleotideSequenceFastaRecord,0,18,0,0,0,6,0,4,0,4
Jillion,org.jcvi.jillion.fasta.nt,LargeNucleotideSequenceFastaIterator.new FastaVisitor() {...},0,35,0,2,0,8,0,5,0,4
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaFileReader,59,0,4,0,22,0,9,0,7,0
Jillion,org.jcvi.jillion.fasta.nt,NucleotideFastaDataStore,0,83,0,8,0,20,0,7,0,3
Jillion,org.jcvi.jillion.profile,SimpleProfileWriter,23,608,7,55,4,99,7,42,0,16
Jillion,org.jcvi.jillion.profile,BaseCount,70,21,12,0,19,7,8,4,2,4
Jillion,org.jcvi.jillion.profile,ProfileWriterBuilder,0,144,0,4,0,36,0,10,0,8
Jillion,org.jcvi.jillion.profile,DisplayCountStrategy,9,34,0,0,0,4,2,2,2,2
Jillion,org.jcvi.jillion.profile,SimpleProfileWriter.new Object() {...},5,35,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.profile,MostFrequentTieBreakerRule.new MostFrequentTieBreakerRule() {...},4,34,1,3,2,10,1,3,0,2
Jillion,org.jcvi.jillion.profile,MostFrequentTieBreakerRule.new MostFrequentTieBreakerRule() {...},0,20,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.profile,MostFrequentTieBreakerRule.new MostFrequentTieBreakerRule() {...},0,9,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.profile,DisplayCountStrategy.new DisplayCountStrategy() {...},0,47,0,0,0,8,0,2,0,2
Jillion,org.jcvi.jillion.profile,DisplayCountStrategy.new DisplayCountStrategy() {...},11,76,1,1,1,10,1,2,0,2
Jillion,org.jcvi.jillion.profile,MostFrequentTieBreakerRule,9,39,0,0,0,4,2,2,2,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,ZLibData,14,153,2,2,0,31,4,5,2,5
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DataHeader,3,28,0,0,2,9,1,1,1,1
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,FollowData,9,235,0,10,0,45,2,13,2,8
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,RunLengthEncodedData,14,325,0,26,1,72,3,28,3,15
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,RawData,13,39,0,0,1,7,3,4,3,4
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DataFactory,3,90,0,6,1,19,1,5,1,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,ShrinkToEightBitData,9,207,0,12,0,45,2,16,2,10
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaEncodedData.new DeltaEncodedData() {...},0,10,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaEncodedData,29,154,3,3,2,27,5,7,3,6
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaStrategy,17,147,1,5,1,32,2,8,1,6
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaStrategy.new DeltaStrategy() {...},0,8,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaStrategy.new DeltaStrategy() {...},0,12,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaStrategy.new DeltaStrategy() {...},0,16,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.internal.trace.chromat.ztr.data,DeltaEncodedData.Level,9,48,0,0,0,8,2,3,2,3
Jillion,org.jcvi.jillion.testutils,NucleotideSequenceTestUtil,3,82,0,8,2,22,1,11,1,6
Jillion,org.jcvi.jillion.assembly.ca.frg,IndexedFragmentDataStore.FrgIterator.new Frg2Visitor() {...},15,40,1,1,3,11,2,6,1,6
Jillion,org.jcvi.jillion.assembly.ca.frg,Frg2Parser,180,311,22,26,46,87,22,22,7,13
Jillion,org.jcvi.jillion.assembly.ca.frg,FragmentUtil,3,171,2,16,2,44,3,14,1,7
Jillion,org.jcvi.jillion.assembly.ca.frg,Distance,23,207,3,13,4,48,4,19,1,14
Jillion,org.jcvi.jillion.assembly.ca.frg,AbstractFragmentDataStore,48,75,10,4,12,23,11,11,4,11
Jillion,org.jcvi.jillion.assembly.ca.frg,MateOrientation,12,71,0,4,1,14,3,7,3,4
Jillion,org.jcvi.jillion.assembly.ca.frg,AbstractFragmentDataStore.new StreamingIterator() {...},35,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.ca.frg,IndexedFragmentDataStore.SingleLinkVisitor,3,34,0,4,3,12,3,7,3,5
Jillion,org.jcvi.jillion.assembly.ca.frg,Frg2Visitor.FrgAction,27,53,4,1,4,7,6,3,2,3
Jillion,org.jcvi.jillion.assembly.ca.frg,IndexedFragmentDataStore.FrgIterator,12,30,0,0,2,8,0,2,0,2
Jillion,org.jcvi.jillion.assembly.ca.frg,IndexedFragmentDataStore.SingleFragVisitor,19,33,0,0,5,9,3,5,3,5
Jillion,org.jcvi.jillion.assembly.ca.frg,IndexedFragmentDataStore,71,267,10,6,19,69,10,18,3,17
Jillion,org.jcvi.jillion.assembly.ca.frg,DefaultLibrary,0,65,0,10,0,20,0,11,0,6
Jillion,org.jcvi.jillion.assembly.ca.frg,DefaultFragmentDataStore,58,151,8,4,11,40,7,10,1,10
Jillion,org.jcvi.jillion.assembly.ca.frg,DefaultFragment,31,97,0,6,7,30,3,14,3,11
Jillion,org.jcvi.jillion.internal.assembly.util,ConsensusCompactedSlice,6,51,3,5,3,15,3,5,0,4
Jillion,org.jcvi.jillion.internal.assembly.util,NoConsensusCompactedSlice.new Iterator() {...},8,34,1,3,2,5,2,4,1,3
Jillion,org.jcvi.jillion.internal.assembly.util,CompactedSliceMap.new Iterator() {...},3,12,0,0,2,2,2,2,2,2
Jillion,org.jcvi.jillion.internal.assembly.util,CompactedSliceElement,36,171,7,21,5,46,8,18,1,11
Jillion,org.jcvi.jillion.internal.assembly.util,CompactedSliceMap,25,246,5,21,5,62,5,21,0,13
Jillion,org.jcvi.jillion.internal.assembly.util,NoConsensusCompactedSlice,57,230,13,27,15,55,11,22,1,12
Jillion,org.jcvi.jillion.core.qual,RunLengthEncodedQualityCodec.Metrics,0,108,0,8,0,24,0,7,0,3
Jillion,org.jcvi.jillion.core.qual,RunLengthEncodedQualityCodec,102,629,16,60,27,190,16,41,3,16
Jillion,org.jcvi.jillion.core.qual,RunLengthEncodedQualitySequence,48,82,6,6,10,19,6,12,1,11
Jillion,org.jcvi.jillion.core.qual,QualitySequence,14,38,1,3,2,9,2,4,1,3
Jillion,org.jcvi.jillion.core.qual,RunLengthEncodedQualityCodec.RunLengthIterator,0,136,0,12,0,33,0,12,0,6
Jillion,org.jcvi.jillion.core.qual,DefaultQualitySymbolCodec,95,64,16,2,22,12,13,7,5,6
Jillion,org.jcvi.jillion.core.qual,EncodedQualitySequence,2,139,1,19,1,41,1,18,0,9
Jillion,org.jcvi.jillion.core.qual,PhredQuality,43,149,6,16,8,32,10,17,4,12
Jillion,org.jcvi.jillion.core.qual,QualitySequenceBuilder,38,306,2,10,9,75,4,36,3,31
Jillion,org.jcvi.jillion.core.qual,EncodedQualitySequence.Stats,0,12,0,0,0,5,0,1,0,1
Jillion,org.jcvi.jillion.core.qual,QualitySequenceBuilder.IteratorImpl,28,41,0,2,5,8,2,4,2,3
Jillion,org.jcvi.jillion.assembly,GappedReferenceBuilder,15,123,3,13,3,29,3,10,0,5
Jillion,org.jcvi.jillion.assembly,DefaultScaffoldDataStore,3,5,0,0,2,1,1,1,1,1
Jillion,org.jcvi.jillion.assembly,DefaultScaffoldDataStore.DefaultScaffoldDataStoreBuilder,37,72,4,4,7,12,3,5,1,3
Jillion,org.jcvi.jillion.assembly,Contig,4,0,0,0,1,0,1,0,1,0
Jillion,org.jcvi.jillion.assembly,ReadInfo,17,97,0,16,1,29,1,13,1,5
Jillion,org.jcvi.jillion.assembly,GappedReferenceBuilder.Insertion,12,22,1,3,1,9,1,4,0,3
Jillion,org.jcvi.jillion.assembly,AssemblyUtil,22,218,5,17,6,44,6,15,1,9
Jillion,org.jcvi.jillion.assembly,AbstractAssemblyTransformer,10,0,0,0,8,0,8,0,8,0
Jillion,org.jcvi.jillion.assembly,ContigDataStoreTransfomationService,34,90,3,7,3,28,3,4,0,2
Jillion,org.jcvi.jillion.assembly,DefaultPlacedContig,0,155,0,18,0,42,0,20,0,11
Jillion,org.jcvi.jillion.assembly,DefaultScaffold.Builder,27,123,3,7,4,32,5,8,2,6
Jillion,org.jcvi.jillion.assembly,AbstractContigBuilder,269,81,28,2,68,21,22,9,7,9
Jillion,org.jcvi.jillion.assembly,DefaultScaffold.PlacedContigComparator,0,20,0,2,0,5,0,3,0,2
Jillion,org.jcvi.jillion.assembly,ContigDataStoreTransfomationService.Builder,10,19,0,2,4,6,2,3,2,2
Jillion,org.jcvi.jillion.assembly,DefaultScaffold,96,226,8,18,24,45,12,15,4,10
Jillion,org.jcvi.jillion.internal.fasta.qual,DefaultQualityFastaFileDataStoreBuilder.new AbstractQualityFastaRecordVisitor() {...},0,30,0,4,0,4,0,4,0,2
Jillion,org.jcvi.jillion.internal.fasta.qual,QualitySequenceFastaDataStoreIteratorImpl,17,44,2,2,4,15,2,3,0,3
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.IndexedQualitySequenceFastaDataStoreBuilderVisitor2,6,67,2,4,2,17,3,6,1,5
Jillion,org.jcvi.jillion.internal.fasta.qual,LargeQualityFastaFileDataStore,11,37,0,0,2,8,2,5,2,5
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.Impl,25,90,0,4,7,26,2,10,2,8
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.IndexedQualitySequenceFastaDataStoreBuilderVisitor2.new AbstractQualityFastaRecordVisitor() {...},0,30,0,2,0,4,0,3,0,2
Jillion,org.jcvi.jillion.internal.fasta.qual,LargeQualityFastaFileDataStore.new AbstractResuseableFastaRecordVisitor() {...},25,0,0,0,6,0,2,0,2,0
Jillion,org.jcvi.jillion.internal.fasta.qual,DefaultQualityFastaFileDataStoreBuilder,1,36,0,2,1,10,1,5,1,4
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.SingleRecordVisitor,0,22,0,2,0,8,0,5,0,4
Jillion,org.jcvi.jillion.internal.fasta.qual,QualitySequenceFastaDataStoreIteratorImpl.new FastaVisitor() {...},3,24,1,1,2,5,2,3,1,3
Jillion,org.jcvi.jillion.internal.fasta.qual,QualitySequenceFastaDataStoreIteratorImpl.new AbstractResuseableFastaRecordVisitor() {...},0,32,0,4,0,7,0,4,0,2
Jillion,org.jcvi.jillion.internal.fasta.qual,DefaultQualityFastaFileDataStoreBuilder.AdaptedQualityDataStore,0,10,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.Impl.new StreamingIterator() {...},42,0,0,0,8,0,5,0,5,0
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore,8,28,1,1,3,7,2,3,1,3
Jillion,org.jcvi.jillion.internal.fasta.qual,IndexedQualityFastaFileDataStore.SingleRecordVisitor.new AbstractQualityFastaRecordVisitor() {...},0,14,0,0,0,3,0,2,0,2
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.AlignmentBuilder,0,62,0,0,0,12,0,4,0,4
Jillion,org.jcvi.jillion.testutils.assembly.cas,SffRecordWriter.Builder,58,68,4,4,12,18,6,5,3,4
Jillion,org.jcvi.jillion.testutils.assembly.cas,SffRecordWriter.new SffReadHeader() {...},0,32,0,0,0,5,0,5,0,5
Jillion,org.jcvi.jillion.testutils.assembly.cas,FastaRecordWriter,37,67,3,5,8,18,3,8,1,6
Jillion,org.jcvi.jillion.testutils.assembly.cas,DefaultCasAlignmentRegion,92,21,10,2,18,8,9,3,3,3
Jillion,org.jcvi.jillion.testutils.assembly.cas,SffRecordWriter.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.testutils.assembly.cas,SffRecordWriter.new SffReadData() {...},0,38,0,0,0,5,0,5,0,5
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasTestUtil,16,12,0,0,5,3,2,1,2,1
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.CasAlignmentRegionImpl,10,51,2,2,2,16,2,4,0,4
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.CasFileInfoImpl,6,52,0,2,2,15,2,4,2,3
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.Builder.new CasMatch() {...},12,20,0,0,6,4,6,4,6,4
Jillion,org.jcvi.jillion.testutils.assembly.cas,FastqRecordWriter,44,93,4,8,9,24,4,9,1,6
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasTestUtil.new AbstractCasFileVisitor() {...},38,0,2,0,8,0,3,0,2,0
Jillion,org.jcvi.jillion.testutils.assembly.cas,RecordWriter,0,4,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.DefaultReadIdGenerator,5,155,1,13,1,32,1,12,0,6
Jillion,org.jcvi.jillion.testutils.assembly.cas,DefaultCasAlignment,128,31,16,0,25,10,11,5,3,5
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.Builder,52,509,3,37,12,119,3,30,0,12
Jillion,org.jcvi.jillion.testutils.assembly.cas,SffRecordWriter,5,211,2,16,1,53,2,16,0,9
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.new CasFileVisitor.CasVisitorCallback() {...},7,14,0,0,2,3,2,2,2,2
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.new Object() {...},3,23,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble.new CasMatch() {...},12,9,0,0,6,4,6,4,6,4
Jillion,org.jcvi.jillion.testutils.assembly.cas,CasParserTestDouble,2,121,0,10,1,34,1,10,1,5
Jillion,org.jcvi.jillion.testutils.assembly.cas,DefaultCasAlignment.Builder,10,103,2,8,2,28,2,10,0,7
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome2.AlignmentFragment,27,0,0,0,10,0,5,0,5,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome2,887,0,94,0,152,0,63,0,16,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarElement,146,0,18,0,33,0,16,0,7,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome2.AlignmentFragment.Builder,51,0,0,0,10,0,3,0,3,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome,762,0,78,0,123,0,54,0,15,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarOperation,151,0,2,0,18,0,6,0,5,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome2.AlignmentResult,191,0,28,0,49,0,23,0,9,0
Jillion,org.jcvi.jillion.align.exonerate.vulgar,VulgarProtein2Genome.AlignmentResult,191,0,28,0,49,0,23,0,9,0
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,FlowgramReadDataAdaptedIterator,36,0,0,0,13,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,CasFileTransformationService.Visitor,72,141,1,5,10,46,4,9,3,7
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,CasFileTransformationService,107,95,11,7,29,30,16,6,8,5
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,ReadData.Builder,50,24,4,2,16,9,8,3,5,3
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,ChromatDirFastaReadDataAdaptedIterator,119,0,6,0,27,0,8,0,5,0
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,FastqReadDatadAdaptedIterator,36,0,0,0,13,0,5,0,5,0
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,ReadData,0,38,0,0,0,12,0,6,0,6
Jillion,org.jcvi.jillion.assembly.clc.cas.transform,FastaReadDataAdaptedIterator,49,72,4,2,13,19,4,5,1,5
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.GroupedTaggedRecords,6,139,1,12,2,32,1,11,0,3
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramBuilder,282,58,0,0,75,17,46,3,46,3
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramBuilder.AbiChromatogramBuilderVisitor,2,145,0,0,2,54,2,33,2,33
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.InputStreamChromatogramParser,10,23,2,2,2,9,2,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.AbiFileChromatogramParser,10,25,1,1,1,9,1,2,0,2
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.SignalScalingFactor,0,89,0,6,0,18,0,7,0,3
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser,136,1490,34,65,21,273,33,60,1,40
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.new Object() {...},10,69,0,0,0,2,0,1,0,1
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.new ThreadLocal() {...},7,13,0,0,4,3,2,3,2,3
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.Noise,0,80,0,6,0,16,0,7,0,3
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramBuilder.AbiChromatogramImp,28,55,4,4,11,17,7,8,3,8
Jillion,org.jcvi.jillion.trace.chromat.abi,AbiChromatogramParser.ShortTaggedDataRecordPropertyHandler,5,134,0,2,0,15,1,5,1,4
Jillion,org.jcvi.jillion.trim.lucy,LucyVectorSpliceTrimmerBuilder.LucyLikeVectorSpliceTrimmer,0,229,0,16,0,62,0,14,0,6
Jillion,org.jcvi.jillion.trim.lucy,LucyVectorSpliceTrimmerBuilder.SearchArea,5,15,1,1,1,6,1,1,0,1
Jillion,org.jcvi.jillion.trim.lucy,LucyQualityTrimmerBuilder,31,92,4,4,9,17,6,5,2,5
Jillion,org.jcvi.jillion.trim.lucy,LucyVectorSpliceTrimmerBuilder.AdaptiveSearchAreaBuilder,10,50,2,2,2,12,2,3,0,3
Jillion,org.jcvi.jillion.trim.lucy,LucyVectorSpliceTrimmerBuilder,26,62,0,0,9,22,2,4,2,4
Jillion,org.jcvi.jillion.trim.lucy,LucyQualityTrimmerBuilder.LucyLikeQualityTrimmerImpl,8,505,4,40,3,104,4,31,0,13
Jillion,org.jcvi.jillion.trim.lucy,LucyQualityTrimmerBuilder.Window,81,31,10,2,20,10,8,5,3,4
Jillion,org.jcvi.jillion.trim.lucy,LucyVectorSpliceTrimmerBuilder.AdaptiveSearchArea,7,76,2,10,2,18,2,8,0,4
Jillion,org.jcvi.jillion.internal.trace.chromat.abi,AbiUtil,9,48,0,0,3,6,2,4,2,4
Jillion,org.jcvi.jillion.assembly.util,CoverageMapStatsCollector,22,0,0,0,7,0,8,0,8,0
Jillion,org.jcvi.jillion.assembly.util,CoverageMapStats,100,21,12,0,23,8,9,4,3,4
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.RangeableStartComparator,0,25,0,4,0,8,0,4,0,2
Jillion,org.jcvi.jillion.assembly.util,CoverageMapCollectors,36,79,3,3,8,10,7,7,4,7
Jillion,org.jcvi.jillion.assembly.util,GapQualityValueStrategy,19,127,0,8,2,27,3,8,3,4
Jillion,org.jcvi.jillion.assembly.util,ReadFilter,0,4,0,0,0,1,0,1,0,1
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.RangeableEndComparator,0,25,0,4,0,8,0,4,0,2
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.CoverageRegionComparators.new Comparator() {...},0,23,0,4,0,8,0,4,0,2
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.CoverageRegionComparators.new Comparator() {...},0,23,0,4,0,8,0,4,0,2
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.CoverageMapImpl,154,291,23,37,28,63,18,29,4,13
Jillion,org.jcvi.jillion.assembly.util,ContigCoverageMapBuilder,42,117,9,13,8,35,8,9,1,5
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.CoverageRegionComparators,9,46,0,0,0,7,2,3,2,3
Jillion,org.jcvi.jillion.assembly.util,AbstractCoverageMapBuilder.MinCoverageSelectorComparator,9,26,0,0,0,4,2,3,2,3
Jillion,org.jcvi.jillion.assembly.util,CoverageStatsCombiner,35,98,1,5,6,18,2,7,1,5
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory.Builder,5,260,0,22,0,64,0,23,0,12
Jillion,org.jcvi.jillion.assembly.util,SliceBuilder,54,382,4,28,9,78,6,29,3,16
Jillion,org.jcvi.jillion.assembly.util,GapQualityValueStrategy.new GapQualityValueStrategy() {...},0,9,0,0,0,2,0,2,0,2
Jillion,org.jcvi.jillion.assembly.util,GapQualityValueStrategy.new GapQualityValueStrategy() {...},0,14,0,2,0,4,0,3,0,2
Jillion,org.jcvi.jillion.assembly.util,DefaultCoverageRegion,20,113,0,12,7,27,2,14,2,8
Jillion,org.jcvi.jillion.assembly.util,SliceMapBuilder,42,101,6,10,8,28,6,7,0,5
Jillion,org.jcvi.jillion.assembly.util,DefaultCoverageRegion.Builder,54,186,4,18,8,46,7,24,3,17
Jillion,org.jcvi.jillion.assembly.util,CoverageMapFactory,3,106,0,4,1,20,1,9,1,7
Jillion,org.jcvi.jillion.assembly.util,AbstractCoverageMapBuilder,135,679,10,84,29,154,8,75,1,35
Jillion,org.jcvi.jillion.assembly.util,SliceMapBuilder.FilteredIterator,8,69,1,7,2,21,2,8,1,5
Jillion,org.jcvi.jillion.assembly.util,CoverageMapBuilder,20,73,4,8,4,22,4,7,0,5
Jillion,org.jcvi.jillion.assembly.util.consensus,ConicConsensusCaller,5,153,2,14,1,36,2,14,0,8
Jillion,org.jcvi.jillion.assembly.util.consensus,ChurchillWatermanConsensusCaller,0,12,0,0,0,4,0,2,0,2
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.DefaultQualityAssemblyConsensusCollector,52,0,2,0,16,0,6,0,5,0
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusCollectors.AbstractAssemblyConsensusCollector,21,0,0,0,7,0,6,0,6,0
Jillion,org.jcvi.jillion.assembly.util.consensus,ConsensusUtil,7,25,0,0,2,1,1,1,1,1
Jillion,org.jcvi.jillion.assembly.util.consensus,NextGenReferenceConsensusRecaller.new SliceBuilder.SliceElementFilter() {...},0,11,0,2,0,2,0,3,0,2
Jillion,org.jcvi.jillion.assembly.util.consensus,NextGenReferenceConsensusRecaller.new SliceBuilder.SliceElementFilter() {...},0,11,0,2,0,2,0,3,0,2
